filename,filepath,ensemble_ratio,baseline_ratio,improvement_pct
jlink.html,data\academic_corpora\required_corpus\jlink.html,3.7257709251101323,2.8098006644518274,32.59911894273127
jmod.html,data\academic_corpora\required_corpus\jmod.html,4.870490286771508,3.718220338983051,30.98982423681776
jspc.html,data\academic_corpora\required_corpus\jspc.html,3.4414125200642056,2.7125506072874495,26.86998394863564
junit-4.13.2.jar,data\academic_corpora\required_corpus\junit-4.13.2.jar,1.1703763892439347,1.1703906364123289,-0.0012173002714570128
junit-frames-saxon.xsl,data\academic_corpora\required_corpus\junit-frames-saxon.xsl,7.976182489097618,6.96455770357352,14.525327071452535
junit-frames-xalan1.xsl,data\academic_corpora\required_corpus\junit-frames-xalan1.xsl,6.074785878420723,5.181753385602281,17.234175893043655
junit-frames.xsl,data\academic_corpora\required_corpus\junit-frames.xsl,6.653859348198971,5.782945736434108,15.06003430531733
junit-noframes-saxon.xsl,data\academic_corpora\required_corpus\junit-noframes-saxon.xsl,5.858648162426111,4.912931034482758,19.249550244153177
junit-noframes.xsl,data\academic_corpora\required_corpus\junit-noframes.xsl,5.532053015958885,4.585650224215247,20.638355423316195
junit.html,data\academic_corpora\required_corpus\junit.html,4.675588565022421,4.021817743490839,16.255605381165907
junitlauncher.html,data\academic_corpora\required_corpus\junitlauncher.html,5.303516558552407,4.515697674418605,17.446227381358824
junitreport.html,data\academic_corpora\required_corpus\junitreport.html,3.9501146788990824,2.995217391304348,31.88073394495412
